,Team,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,xG,xGA,Poss,KP,1/3,PPA,CrsPA,Prog,Att 3rd,Att Pen,SCA,TB,Season,Points,Points per match,PrgP,PrgC
10,Aston Villa,13.526315789473685,4.684210526315789,17.578947368421055,0.42105263157894735,0.13157894736842105,0.15789473684210525,1.4473684210526316,1.2105263157894737,1.3868421052631579,1.3499999999999999,48.473684210526315,10.605263157894736,28.57894736842105,8.5,2.0,0.0,151.55263157894737,24.92105263157895,24.736842105263158,0.3157894736842105,2020,55,1.4473684210526316,37.36842105263158,16.55263157894737
11,Newcastle United,10.263157894736842,3.4210526315789473,18.468421052631577,0.6578947368421053,0.15789473684210525,0.18421052631578946,1.2105263157894737,1.631578947368421,1.1473684210526316,1.536842105263158,38.78947368421053,7.605263157894737,19.44736842105263,5.447368421052632,2.1842105263157894,0.0,103.71052631578948,14.526315789473685,18.105263157894736,0.3157894736842105,2020,45,1.1842105263157894,23.763157894736842,12.289473684210526
12,Wolverhampton Wanderers,12.078947368421053,3.9210526315789473,18.431578947368422,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.9473684210526315,1.368421052631579,0.9605263157894735,1.3105263157894738,49.3421052631579,9.078947368421053,29.394736842105264,5.605263157894737,2.236842105263158,0.0,137.0,18.263157894736842,21.605263157894736,0.5263157894736842,2020,45,1.1842105263157894,33.76315789473684,21.05263157894737
13,Crystal Palace,9.078947368421053,3.3421052631578947,17.48648648648649,0.47368421052631576,0.07894736842105263,0.10526315789473684,1.0789473684210527,1.736842105263158,0.8973684210526316,1.5342105263157897,40.578947368421055,6.947368421052632,22.05263157894737,6.105263157894737,1.4210526315789473,0.0,116.05263157894737,17.18421052631579,16.263157894736842,0.21052631578947367,2020,44,1.1578947368421053,29.789473684210527,13.842105263157896
14,Southampton,11.0,4.131578947368421,18.581578947368417,0.5263157894736842,0.13157894736842105,0.15789473684210525,1.236842105263158,1.7894736842105263,1.0842105263157895,1.3973684210526314,51.973684210526315,7.7368421052631575,23.526315789473685,6.868421052631579,0.9473684210526315,0.0,125.15789473684211,18.36842105263158,19.157894736842106,0.42105263157894735,2020,43,1.131578947368421,31.44736842105263,16.473684210526315
15,Brighton and Hove Albion,12.578947368421053,3.526315789473684,17.53157894736842,0.39473684210526316,0.15789473684210525,0.23684210526315788,1.0526315789473684,1.2105263157894737,1.3421052631578945,0.9315789473684211,51.078947368421055,9.421052631578947,29.789473684210527,9.421052631578947,2.1052631578947367,0.0,153.3684210526316,23.289473684210527,22.289473684210527,0.4473684210526316,2020,41,1.0789473684210527,39.89473684210526,18.026315789473685
16,Burnley,10.026315789473685,3.263157894736842,17.19210526315789,0.39473684210526316,0.07894736842105263,0.07894736842105263,0.868421052631579,1.4473684210526316,1.039473684210526,1.4342105263157894,42.078947368421055,7.026315789473684,24.289473684210527,7.684210526315789,2.1052631578947367,0.0,123.23684210526316,18.394736842105264,17.526315789473685,0.2631578947368421,2020,39,1.0263157894736843,26.63157894736842,10.236842105263158
17,Fulham,11.473684210526315,3.289473684210526,18.423684210526314,0.3157894736842105,0.07894736842105263,0.15789473684210525,0.7105263157894737,1.394736842105263,1.071052631578947,1.3868421052631579,49.6578947368421,8.789473684210526,26.81578947368421,7.631578947368421,2.473684210526316,0.0,146.5,19.157894736842106,20.657894736842106,0.4473684210526316,2020,28,0.7368421052631579,35.63157894736842,19.13157894736842
18,West Bromwich Albion,8.81578947368421,2.789473684210526,18.49736842105263,0.42105263157894735,0.10526315789473684,0.10526315789473684,0.9210526315789473,2.0,0.9473684210526315,1.7894736842105263,37.94736842105263,6.342105263157895,21.63157894736842,5.157894736842105,1.5789473684210527,0.0,111.5,15.210526315789474,14.947368421052632,0.34210526315789475,2020,26,0.6842105263157895,27.026315789473685,11.605263157894736
19,Sheffield United,8.394736842105264,2.4210526315789473,17.636842105263156,0.13157894736842105,0.07894736842105263,0.10526315789473684,0.5263157894736842,1.6578947368421053,0.868421052631579,1.6421052631578947,41.6578947368421,6.657894736842105,24.894736842105264,6.657894736842105,1.7105263157894737,0.0,145.71052631578948,16.18421052631579,14.921052631578947,0.34210526315789475,2020,23,0.6052631578947368,31.473684210526315,12.921052631578947
0,Manchester City,18.526315789473685,6.2368421052631575,16.452631578947376,0.4473684210526316,0.18421052631578946,0.23684210526315788,2.6052631578947367,0.6842105263157895,2.331578947368421,0.6526315789473685,67.94736842105263,14.105263157894736,55.526315789473685,14.078947368421053,1.9473684210526316,0.0,256.0263157894737,39.44736842105263,33.8421052631579,2.6842105263157894,2021,93,2.4473684210526314,63.71052631578947,30.13157894736842
